id:ID(KG),:LABEL,name,description,xref,provided_by,source
MONDO:0011628,Disease,Propionic acidemia,"The spectrum of propionic acidemia (PA) ranges from neonatal onset to late-onset disease. Neonatal-onset PA, the most common form, is characterized by a healthy newborn with poor feeding and decreased",UMLS:C0268579,NCBI:MedGen,NCBI MedGen
UMLS:C2874122,Disease,Type 2 Diabetes Mellitus with Hypoglycemia without Coma,Evidence of type 2 diabetes mellitus with hypoglycemia without coma.,,NCBI:MedGen,NCBI MedGen
MONDO:0017715,Disease,Deficiency of 3-hydroxyacyl-CoA dehydrogenase,"3-hydroxyacyl-CoA dehydrogenase deficiency is an inherited condition that prevents the body from converting certain fats to energy, particularly during prolonged periods without food (fasting).\n\nIni",UMLS:C1291230,NCBI:MedGen,NCBI MedGen
UMLS:C2874037,Disease,Type 1 Diabetes Mellitus with Moderate Nonproliferative Diabetic Retinopathy without Macular Edema,Evidence of type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268011,Disease,"Type 1 Diabetes Mellitus with Mild Nonproliferative Diabetic Retinopathy with Macular Edema, Right Eye",Evidence of type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema in the right eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C5923883,Disease,Hypertension in chronic kidney disease stage 3B due to type 1 diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
UMLS:C2903679,Disease,"Gestational Diabetes Mellitus in Pregnancy, Insulin Controlled",Evidence of gestational diabetes mellitus in pregnancy that is insulin controlled.,,NCBI:MedGen,NCBI MedGen
UMLS:C3806370,Disease,"Hypoglycemia, oral protein-induced",,,NCBI:MedGen,NCBI MedGen
UMLS:C0342315,Disease,Nocturnal hypoglycemia due to diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
MONDO:0023691,Disease,Maple syrup urine disease type 1A,"Maple syrup urine disease (MSUD) is categorized as classic (severe), intermediate, or intermittent. Neonates with classic MSUD are born asymptomatic but without treatment follow a predictable course: ",UMLS:C1855369,NCBI:MedGen,NCBI MedGen
UMLS:C4268077,Disease,"Type 2 Diabetes Mellitus with Moderate Nonproliferative Diabetic Retinopathy with Macular Edema, Left Eye",Evidence of type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema in the left eye.,,NCBI:MedGen,NCBI MedGen
MONDO:0016614,Disease,Autosomal recessive ataxia due to PEX10 deficiency,"A rare genetic, peroxisomal disease characterized by childhood onset slowly progressive ataxia and axonal motor neuropathy due to PEX 10 deficieny. Marked cerebellar atrophy and pyramidal signs are ev",UMLS:C5679614,NCBI:MedGen,NCBI MedGen
MONDO:0016527,Disease,Glycogen storage disease due to lactate dehydrogenase deficiency,A rare genetic glycogen storage disease characterized by either lactate dehydrogenase (LDH) M- or H-subunit deficiency. Main features of LDH M-subunit deficiency are exertional fatigue and muscle pain,UMLS:C5575057,NCBI:MedGen,NCBI MedGen
MONDO:0008726,Disease,Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis,"Cytochrome P450 oxidoreductase deficiency (PORD) is a disorder of steroidogenesis with a broad phenotypic spectrum including cortisol deficiency, altered sex steroid synthesis, disorders of sex develo",UMLS:C3150099,NCBI:MedGen,NCBI MedGen
UMLS:C4267986,Disease,"Drug or Chemical Induced Diabetes Mellitus with Proliferative Diabetic Retinopathy with Traction Retinal Detachment Involving the Macula, Unspecified Eye",Evidence of drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula in an unspecified eye.,,NCBI:MedGen,NCBI MedGen
MONDO:0023258,Disease,Glycogen storage disease type 1 due to SLC37A4 mutation,Any glycogen storage disease due to glucose-6-phosphatase deficiency in which the cause of the disease is a mutation in the SLC37A4 gene.,UMLS:C2931345,NCBI:MedGen,NCBI MedGen
UMLS:C3875485,Disease,Hypoglycemia due to type 2 diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
UMLS:C2903694,Disease,Other Pre-Existing Diabetes Mellitus in Childbirth,Evidence of other pre-existing diabetes mellitus in childbirth not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C1559918,Disease,"Grade 2 Serum Hyperglycemia, CTCAE",,,NCBI:MedGen,NCBI MedGen
UMLS:C4268136,Disease,"Other Specified Diabetes Mellitus with Moderate Nonproliferative Diabetic Retinopathy with Macular Edema, Unspecified Eye","Evidence of other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye not specified elsewhere.",,NCBI:MedGen,NCBI MedGen
UMLS:C5923015,Disease,Bilateral stable treated proliferative retinopathy due to diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
UMLS:C2903674,Disease,"Unspecified Pre-Existing Diabetes Mellitus in Pregnancy, Third Trimester",Evidence of unspecified pre-existing diabetes mellitus in pregnancy in the third trimester.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268092,Disease,"Type 2 Diabetes Mellitus with Proliferative Diabetic Retinopathy with Macular Edema, Right Eye",Evidence of type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema in the right eye.,,NCBI:MedGen,NCBI MedGen
MONDO:0009288,Disease,Glucose-6-phosphate transport defect,Glycogen storage disease type I (GSD I) is characterized by accumulation of glycogen and fat in the liver and kidneys resulting in hepatomegaly and nephromegaly. Severely affected infants present in t,UMLS:C0268146,NCBI:MedGen,NCBI MedGen
UMLS:C0271703,Disease,Factitious hypoglycemia,,,NCBI:MedGen,NCBI MedGen
UMLS:C2873979,Disease,Drug or Chemical Induced Diabetes Mellitus with Proliferative Diabetic Retinopathy without Macular Edema,Evidence of drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema.,,NCBI:MedGen,NCBI MedGen
UMLS:C4013230,Disease,Low to undetectable insulin levels in the presence of hyperglycemia,,,NCBI:MedGen,NCBI MedGen
MONDO:0012074,Disease,Mandibuloacral dysplasia with type B lipodystrophy,"Mandibuloacral dysplasia with type B lipodystrophy (MADB) is a rare autosomal recessive disorder characterized by postnatal growth retardation, craniofacial anomalies such as mandibular hypoplasia, sk",UMLS:C1837756,NCBI:MedGen,NCBI MedGen
MONDO:0009069,Disease,"Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type","Mitochondrial complex IV deficiency nuclear type 5 (MC4DN5) is an autosomal recessive severe metabolic multisystemic disorder with onset in infancy. Features include delayed psychomotor development, i",UMLS:C1857355,NCBI:MedGen,NCBI MedGen
MONDO:0012392,Disease,Deficiency of 2-methylbutyryl-CoA dehydrogenase,2-Methylbutyryl-CoA dehydrogenase deficiency is an autosomal recessive metabolic disorder of impaired isoleucine degradation. It is most often ascertained via newborn screening and is usually clinical,UMLS:C1864912,NCBI:MedGen,NCBI MedGen
UMLS:C0475720,Disease,Iatrogenic neonatal hyperglycemia,,,NCBI:MedGen,NCBI MedGen
UMLS:C0271707,Disease,Autoimmune hypoglycemia,,,NCBI:MedGen,NCBI MedGen
MONDO:0011698,Disease,Glycine N-methyltransferase deficiency,People with hypermethioninemia often do not show any symptoms. Some individuals with hypermethioninemia exhibit intellectual disability and other neurological problems; delays in motor skills such as ,UMLS:C1847720,NCBI:MedGen,NCBI MedGen
UMLS:C5786244,Disease,Diabetes Mellitus due to Underlying Condition with Diabetic Autonomic Polyneuropathy,Evidence of diabetes mellitus due to underlying condition with diabetic autonomic polyneuropathy.,,NCBI:MedGen,NCBI MedGen
UMLS:C2873995,Disease,Drug or Chemical Induced Diabetes Mellitus with Other Circulatory Complications,Evidence of drug or chemical induced diabetes mellitus with other circulatory complications.,,NCBI:MedGen,NCBI MedGen
MONDO:0010258,Disease,MEHMO syndrome,"MEHMO syndrome is a rare intellectual developmental disorder that exhibits phenotypic heterogeneity and is variably characterized by impaired intellectual development, epileptic seizures, hypogonadism",UMLS:C1846278,NCBI:MedGen,NCBI MedGen
UMLS:C2874048,Disease,Type 1 Diabetes Mellitus with Diabetic Autonomic (Poly)Neuropathy,Evidence of type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy.,,NCBI:MedGen,NCBI MedGen
UMLS:C5937059,Disease,Inappropriately low concentration of beta-hydroxybutyrate,Lower than appropriate concentration of beta-hydroxybutyrate in states such as hypoglycemia in which the normal response would be to elevate acetoacetate.,,NCBI:MedGen,NCBI MedGen
UMLS:C4303568,Disease,Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency,A rare autosomal recessive glycogen storage disease characterised by severe cardiomyopathy and cardiac dilatation potentially progressing to heart failure requiring transplantation. Cardiomyocytes sho,,NCBI:MedGen,NCBI MedGen
UMLS:C4330696,Disease,Mitochondrial Hydroxyacyl-Coenzyme A Dehydrogenase Hyperinsulinism,"Hyperinsulinism due to inactivating mutation(s) in the gene HADH, encoding mitochondrial (short-chain) hydroxyacyl-coenzyme A dehydrogenase, resulting in loss of inhibition of glutamate dehydrogenase ",,NCBI:MedGen,NCBI MedGen
UMLS:C2903660,Disease,"Pre-Existing Type 1 Diabetes Mellitus, in Pregnancy, Second Trimester",Evidence of pre-existing type 1 diabetes mellitus in the in pregnancy in the second trimester.,,NCBI:MedGen,NCBI MedGen
UMLS:C5923916,Disease,Chronic kidney disease stage 3A due to type 1 diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
MONDO:0014716,Disease,Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome,"Smith-Kingsmore syndrome (SKS) is characterized by varying degrees of overgrowth, developmental delay / intellectual disability, neurodevelopmental issues (autistic features, ADHD), and congenital ano",UMLS:C4225259,NCBI:MedGen,NCBI MedGen
UMLS:C4267945,Disease,"Diabetes Mellitus due to Underlying Condition with Proliferative Diabetic Retinopathy without Macular Edema, Right Eye",Evidence of diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema in the right eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C5786235,Disease,"Diabetes Mellitus due to Underlying Condition with Severe Non-Proliferative Diabetic Retinopathy with Macular Edema, Right Eye",Evidence of diabetes mellitus due to underlying condition with severe non-proliferative diabetic retinopathy with macular edema in the right eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268159,Disease,"Other Specified Diabetes Mellitus with Proliferative Diabetic Retinopathy with Traction Retinal Detachment not Involving the Macula, Right Eye",Evidence of other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula in the right eye not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C5397268,Disease,Glycogen storage disease with hypertrophic cardiomyopathy,,,NCBI:MedGen,NCBI MedGen
UMLS:C3695007,Disease,"GLYCOGEN STORAGE DISEASE, TYPE IIIa",,,NCBI:MedGen,NCBI MedGen
UMLS:C4267927,Disease,"Diabetes Mellitus due to Underlying Condition with Proliferative Diabetic Retinopathy with Traction Retinal Detachment Involving the Macula, Left Eye",Evidence of diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula in the left eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268132,Disease,"Other Specified Diabetes Mellitus with Mild Nonproliferative Diabetic Retinopathy without Macular Edema, Unspecified Eye","Evidence of other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye not specified elsewhere.",,NCBI:MedGen,NCBI MedGen
UMLS:C0475718,Disease,Neonatal hyperglycemia,Blood glucose concentration above the upper limit of established reference ranges in a newborn.,,NCBI:MedGen,NCBI MedGen
UMLS:C4269003,Disease,"Gestational Diabetes Mellitus in Pregnancy, Controlled by Oral Hypoglycemic Drugs",Evidence of gestational diabetes mellitus in pregnancy that is controlled by oral hypoglycemic drugs.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268124,Disease,"Type 2 Diabetes Mellitus with Diabetic Macular Edema, Resolved following Treatment, Unspecified Eye","Evidence of type 2 diabetes mellitus with diabetic macular edema, resolved following treatment in an unspecified eye.",,NCBI:MedGen,NCBI MedGen
UMLS:C1559922,Disease,"Serum Hypoglycemia, CTCAE",,,NCBI:MedGen,NCBI MedGen
MONDO:0009867,Disease,Lethal congenital glycogen storage disease of heart,A rare glycogen storage disease characterized by fetal or neonatal onset of severe cardiomyopathy with non-lysosomal glycogen accumulation and fatal outcome in infancy. Patients present with massive c,UMLS:C1849813,NCBI:MedGen,NCBI MedGen
UMLS:C4510753,Disease,Hepatic glycogen synthase deficiency,"A genetically inherited anomaly of glycogen metabolism and a form of glycogen storage disease (GSD) characterised by fasting hypoglycaemia. This is not a glycogenosis, strictly speaking, as the enzyme",,NCBI:MedGen,NCBI MedGen
UMLS:C4268102,Disease,"Type 2 Diabetes Mellitus with Proliferative Diabetic Retinopathy with Traction Retinal Detachment not Involving the Macula, Right Eye",Evidence of type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula in the right eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C4267980,Disease,"Drug or Chemical Induced Diabetes Mellitus with Proliferative Diabetic Retinopathy with Macular Edema, Bilateral",Evidence of drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema that is bilateral.,,NCBI:MedGen,NCBI MedGen
MONDO:0005394,Disease,Brain infarction,"Tissue necrosis in any area of the brain, including the cerebral hemispheres, the cerebellum, and the brain stem. Brain infarction is the result of a cascade of events initiated by inadequate blood fl",UMLS:C0751955,NCBI:MedGen,NCBI MedGen
UMLS:C4693732,Disease,"Hypoglycemia, episodic",,,NCBI:MedGen,NCBI MedGen
UMLS:C5393957,Disease,Flat growth hormone response to clonidine or insulin-induced hypoglycemia,,,NCBI:MedGen,NCBI MedGen
UMLS:C4267990,Disease,"Drug or Chemical Induced Diabetes Mellitus with Proliferative Diabetic Retinopathy with Traction Retinal Detachment not Involving the Macula, Bilateral",Evidence of drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula that is bilateral.,,NCBI:MedGen,NCBI MedGen
MONDO:0017689,Disease,Disorder of fructose metabolism,,UMLS:C0342744,NCBI:MedGen,NCBI MedGen
UMLS:C4552833,Disease,"Hyperglycemia, CTCAE",A disorder characterized by laboratory test results that indicate an elevation in the concentration of blood sugar. It is usually an indication of diabetes mellitus or glucose intolerance.,,NCBI:MedGen,NCBI MedGen
UMLS:C5786228,Disease,"Diabetes Mellitus due to Underlying Condition with Moderate Non-Proliferative Diabetic Retinopathy with Macular Edema, Unspecified Eye",Evidence of diabetes mellitus due to underlying condition with moderate non-proliferative diabetic retinopathy with macular edema in an unspecified eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C5969763,Disease,Moderate diabetic macular edema,Retinal thickening or hard exudates approaching the center of the macula but not involving the center.,,NCBI:MedGen,NCBI MedGen
